ID,敏感函数,漏洞描述,文件路径,漏洞代码行,漏洞详情
474,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第3988行,"      $v_buffer = @fread($this->zip_fd, $v_read_size);
"
475,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第2221行,"      @fwrite($v_zip_temp_fd, $v_buffer, $v_read_size);
"
476,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第5167行,"      $v_buffer = @fread($p_archive_to_add->zip_fd, $v_read_size);
"
477,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第2221行,"      @fwrite($v_zip_temp_fd, $v_buffer, $v_read_size);
"
478,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第2321行,"    @unlink($this->zipname);
"
479,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第5255行,"    if (($v_zip_temp_fd = @fopen($p_archive_filename, 'rb')) == 0)
"
480,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第5271行,"      $v_buffer = fread($v_zip_temp_fd, $v_read_size);
"
481,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第2254行,"      @fwrite($this->zip_fd, $v_buffer, $v_read_size);
"
482,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第5563行,"        $v_buffer = @fread($p_src, $v_read_size);
"
483,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第5564行,"        @fwrite($p_dest, $v_buffer, $v_read_size);
"
484,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第5564行,"        @fwrite($p_dest, $v_buffer, $v_read_size);
"
485,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第5563行,"        $v_buffer = @fread($p_src, $v_read_size);
"
486,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第5624行,"      if (!@copy($p_src, $p_dest)) {
"
487,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\PCLZip\pclzip.lib.php,第5627行,"      else if (!@unlink($p_src)) {
"
488,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\Drawing.php,第182行,"        $file    =    fopen($p_sFile,""rb"");
"
489,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\Drawing.php,第183行,"        $read    =    fread($file,10);
"
490,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\Drawing.php,第185行,"            $read    .=    fread($file,1024);
"
491,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\File.php,第165行,"				unlink($temp);
"
492,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第98行,"		$fh = fopen($file, ""r"");
"
493,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第104行,"		$signature = fread($fh, 8);
"
494,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第109行,"		if (fread($fh, 2) != ""\xFE\xFF"") {
"
495,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第219行,"		return fopen($path, 'r');
"
496,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第230行,"		list(, $tmp) = unpack(""c"", fread($fh, 1));
"
497,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第242行,"		list(, $tmp) = unpack(""v"", fread($fh, 2));
"
498,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第254行,"		list(, $tmp) = unpack(""V"", fread($fh, 4));
"
499,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第271行,"			$nameUtf16 = fread($fh, 64);
"
500,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第299行,"			$pps->Time1st = self::OLE2LocalDate(fread($fh, 8));
"
501,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLE.php,第300行,"			$pps->Time2nd = self::OLE2LocalDate(fread($fh, 8));
"
502,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLERead.php,第85行,"		$this->data = file_get_contents($sFileName, FALSE, NULL, 0, 8);
"
503,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\OLERead.php,第93行,"		$this->data = file_get_contents($sFileName);
"
504,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\XMLWriter.php,第91行,"			@unlink($this->_tempFileName);
"
505,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\XMLWriter.php,第105行,"			return file_get_contents($this->_tempFileName);
"
506,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\ZipArchive.php,第99行,"		$handle = fopen($this->_tempDir.'/'.$filenameParts[""basename""], ""wb"");
"
507,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\ZipArchive.php,第100行,"		fwrite($handle, $contents);
"
508,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Shared\ZipArchive.php,第111行,"		unlink($this->_tempDir.'/'.$filenameParts[""basename""]);
"
509,array_filter,参数包含变量，变量可控可能会导致代码执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Worksheet\AutoFilter.php,第586行,"		$dataValues = array_filter($dataValues);
"
510,array_filter,参数包含变量，变量可控可能会导致代码执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Worksheet\AutoFilter.php,第623行,"					$ruleDataSet = array_filter($ruleValues);
"
511,array_filter,参数包含变量，变量可控可能会导致代码执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Worksheet\AutoFilter.php,第663行,"						$arguments['date'] = array_filter($arguments['date']);
"
512,array_filter,参数包含变量，变量可控可能会导致代码执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Worksheet\AutoFilter.php,第664行,"						$arguments['time'] = array_filter($arguments['time']);
"
513,array_filter,参数包含变量，变量可控可能会导致代码执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Worksheet\AutoFilter.php,第665行,"						$arguments['dateTime'] = array_filter($arguments['dateTime']);
"
514,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel5\Worksheet.php,第2616行,"		$bmp_fd = @fopen($bitmap,""rb"");
"
515,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel5\Worksheet.php,第2622行,"		$data = fread($bmp_fd, filesize($bitmap));
"
516,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\PDF\Core.php,第337行,"        $fileHandle = fopen($pFilename, 'w');
"
517,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\PDF\DomPDF.php,第115行,"        fwrite($fileHandle, $pdf->output());
"
518,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\PDF\mPDF.php,第125行,"        fwrite($fileHandle, $pdf->Output('', 'S'));
"
519,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\PDF\tcPDF.php,第131行,"        fwrite($fileHandle, $pdf->output($pFilename, 'S'));
"
520,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\CSV.php,第111行,"		$fileHandle = fopen($pFilename, 'wb+');
"
521,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\CSV.php,第118行,"			fwrite($fileHandle, ""\xFF\xFE"");	//	Excel uses UTF-16LE encoding
"
522,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\CSV.php,第123行,"			fwrite($fileHandle, ""\xEF\xBB\xBF"");
"
523,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\CSV.php,第304行,"				fwrite($pFileHandle, mb_convert_encoding($line,""UTF-16LE"",""UTF-8""));
"
524,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\CSV.php,第306行,"				fwrite($pFileHandle, $line);
"
525,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel2007.php,第214行,"				unlink($pFilename);
"
526,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel2007.php,第306行,"						$objZip->addFromString('xl/media/' . $image->getIndexedFilename(), file_get_contents($image->getPath()));
"
527,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel2007.php,第326行,"						$imageContents = file_get_contents($imagePath);
"
528,ob_start,"函数中存在变量,可能存在变量覆盖漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel2007.php,第331行,"					ob_start();
"
529,copy,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel2007.php,第353行,"				if (copy($pFilename, $originalFilename) === false) {
"
530,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel2007.php,第356行,"				@unlink($pFilename);
"
531,ob_start,"函数中存在变量,可能存在变量覆盖漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel5.php,第483行,"						ob_start();
"
532,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel5.php,第491行,"						$blipData = file_get_contents($filename);
"
533,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel5.php,第491行,"						$blipData = file_get_contents($filename);
"
534,ob_start,"函数中存在变量,可能存在变量覆盖漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel5.php,第483行,"						ob_start();
"
535,ob_start,"函数中存在变量,可能存在变量覆盖漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\Excel5.php,第538行,"					ob_start();
"
536,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第164行,"		$fileHandle = fopen($pFilename, 'wb+');
"
537,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第170行,"		fwrite($fileHandle, $this->generateHTMLHeader(!$this->_useInlineCss));
"
538,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第174行,"			fwrite($fileHandle, $this->generateNavigation());
"
539,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第178行,"		fwrite($fileHandle, $this->generateSheetData());
"
540,fwrite,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第181行,"		fwrite($fileHandle, $this->generateHTMLFooter());
"
541,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第598行,"						if ($fp = fopen($filename,""rb"", 0)) {
"
542,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第599行,"							$picture = fread($fp,filesize($filename));
"
543,fopen,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第645行,"					if ($fp = fopen($chartFileName,""rb"", 0)) {
"
544,fread,读取文件函数中存在变量，可能存在任意文件读取漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第646行,"						$picture = fread($fp,filesize($chartFileName));
"
545,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Writer\HTML.php,第657行,"						unlink($chartFileName);
"
546,require,"文件包含函数中存在变量,可能存在文件包含漏洞",D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Autoloader.php,第82行,"        require($pClassFilePath);
"
547,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel\Worksheet.php,第2813行,"                    $this->{$key} = unserialize(serialize($val));
"
548,unserialize,序列化函数，可能存在反序列化漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpexcel\PHPExcel.php,第622行,"                $this->{$key} = unserialize(serialize($val));
"
549,escapeshellcmd,命令执行函数中存在变量，可能存在任意命令执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpmailer\class.phpmailer.php,第1057行,"                $sendmail = sprintf(""%s -f%s"", escapeshellcmd($this->Sendmail), escapeshellarg($this->Sender));
"
550,escapeshellcmd,命令执行函数中存在变量，可能存在任意命令执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpmailer\class.phpmailer.php,第1059行,"                $sendmail = sprintf(""%s -oi -f%s -t"", escapeshellcmd($this->Sendmail), escapeshellarg($this->Sender));
"
551,escapeshellcmd,命令执行函数中存在变量，可能存在任意命令执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpmailer\class.phpmailer.php,第1063行,"                $sendmail = sprintf(""%s"", escapeshellcmd($this->Sendmail));
"
552,escapeshellcmd,命令执行函数中存在变量，可能存在任意命令执行漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpmailer\class.phpmailer.php,第1065行,"                $sendmail = sprintf(""%s -oi -t"", escapeshellcmd($this->Sendmail));
"
553,file_put_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpmailer\class.phpmailer.php,第1895行,"                file_put_contents($file, $body); //TODO check this worked
"
554,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpmailer\class.phpmailer.php,第1905行,"                    @unlink($file);
"
555,file_get_contents,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpmailer\class.phpmailer.php,第1906行,"                    $body = file_get_contents($signed);
"
556,unlink,文件操作函数中存在变量，可能存在任意文件读取/删除/修改/写入等漏洞,D:\phpstudy_pro\WWW\cms\xinhu\core\library\phpmailer\class.phpmailer.php,第1907行,"                    @unlink($signed);
"
